3755 GB2312-80 level-1 Chinese characters
Character	GB code	Unicode
ÁÊ	0xcac1	0x6f66
ÁË	0xcbc1	0x4e86
ÁÌ	0xccc1	0x6482
ÁÍ	0xcdc1	0x9563
ÁÎ	0xcec1	0x5ed6
ÁÏ	0xcfc1	0x6599
ÁÐ	0xd0c1	0x5217
ÁÑ	0xd1c1	0x88c2
ÁÒ	0xd2c1	0x70c8
ÁÓ	0xd3c1	0x52a3
ÁÔ	0xd4c1	0x730e
ÁÕ	0xd5c1	0x7433
ÁÖ	0xd6c1	0x6797
Á×	0xd7c1	0x78f7
ÁØ	0xd8c1	0x9716
ÁÙ	0xd9c1	0x4e34
ÁÚ	0xdac1	0x90bb
ÁÛ	0xdbc1	0x9cde
ÁÜ	0xdcc1	0x6dcb
ÁÝ	0xddc1	0x51db
ÁÞ	0xdec1	0x8d41
Áß	0xdfc1	0x541d
Áà	0xe0c1	0x62ce
Áá	0xe1c1	0x73b2
Áâ	0xe2c1	0x83f1
Áã	0xe3c1	0x96f6
Áä	0xe4c1	0x9f84
Áå	0xe5c1	0x94c3
Áæ	0xe6c1	0x4f36
Áç	0xe7c1	0x7f9a
Áè	0xe8c1	0x51cc
Áé	0xe9c1	0x7075
Áê	0xeac1	0x9675
Áë	0xebc1	0x5cad
Áì	0xecc1	0x9886
Áí	0xedc1	0x53e6
Áî	0xeec1	0x4ee4
Áï	0xefc1	0x6e9c
Áð	0xf0c1	0x7409
Áñ	0xf1c1	0x69b4
Áò	0xf2c1	0x786b
Áó	0xf3c1	0x998f
Áô	0xf4c1	0x7559
Áõ	0xf5c1	0x5218
Áö	0xf6c1	0x7624
Á÷	0xf7c1	0x6d41
Áø	0xf8c1	0x67f3
Áù	0xf9c1	0x516d
Áú	0xfac1	0x9f99
Áû	0xfbc1	0x804b
Áü	0xfcc1	0x5499
Áý	0xfdc1	0x7b3c
Áþ	0xfec1	0x7abf
Â¡	0xa1c2	0x9686
Â¢	0xa2c2	0x5784
Â£	0xa3c2	0x62e2
Â¤	0xa4c2	0x9647
Â¥	0xa5c2	0x697c
Â¦	0xa6c2	0x5a04
Â§	0xa7c2	0x6402
Â¨	0xa8c2	0x7bd3
Â©	0xa9c2	0x6f0f
Âª	0xaac2	0x964b
Â«	0xabc2	0x82a6
Â¬	0xacc2	0x5362
Â­	0xadc2	0x9885
Â®	0xaec2	0x5e90
Â¯	0xafc2	0x7089
Â°	0xb0c2	0x63b3
Â±	0xb1c2	0x5364
Â²	0xb2c2	0x864f
Â³	0xb3c2	0x9c81
Â´	0xb4c2	0x9e93
Âµ	0xb5c2	0x788c
Â¶	0xb6c2	0x9732
Â·	0xb7c2	0x8def
Â¸	0xb8c2	0x8d42
Â¹	0xb9c2	0x9e7f
Âº	0xbac2	0x6f5e
Â»	0xbbc2	0x7984
Â¼	0xbcc2	0x5f55
Â½	0xbdc2	0x9646
Â¾	0xbec2	0x622e
Â¿	0xbfc2	0x9a74
ÂÀ	0xc0c2	0x5415
ÂÁ	0xc1c2	0x94dd
ÂÂ	0xc2c2	0x4fa3
ÂÃ	0xc3c2	0x65c5
ÂÄ	0xc4c2	0x5c65
ÂÅ	0xc5c2	0x5c61
ÂÆ	0xc6c2	0x7f15
ÂÇ	0xc7c2	0x8651
ÂÈ	0xc8c2	0x6c2f
ÂÉ	0xc9c2	0x5f8b
ÂÊ	0xcac2	0x7387
ÂË	0xcbc2	0x6ee4
ÂÌ	0xccc2	0x7eff
ÂÍ	0xcdc2	0x5ce6
ÂÎ	0xcec2	0x631b
ÂÏ	0xcfc2	0x5b6a
ÂÐ	0xd0c2	0x6ee6
ÂÑ	0xd1c2	0x5375
ÂÒ	0xd2c2	0x4e71
ÂÓ	0xd3c2	0x63a0
ÂÔ	0xd4c2	0x7565
ÂÕ	0xd5c2	0x62a1
ÂÖ	0xd6c2	0x8f6e
Â×	0xd7c2	0x4f26
ÂØ	0xd8c2	0x4ed1
ÂÙ	0xd9c2	0x6ca6
ÂÚ	0xdac2	0x7eb6
ÂÛ	0xdbc2	0x8bba
ÂÜ	0xdcc2	0x841d
ÂÝ	0xddc2	0x87ba
ÂÞ	0xdec2	0x7f57
Âß	0xdfc2	0x903b
Âà	0xe0c2	0x9523
Âá	0xe1c2	0x7ba9
Ââ	0xe2c2	0x9aa1
Âã	0xe3c2	0x88f8
Âä	0xe4c2	0x843d
Âå	0xe5c2	0x6d1b
Âæ	0xe6c2	0x9a86
Âç	0xe7c2	0x7edc
Âè	0xe8c2	0x5988
Âé	0xe9c2	0x9ebb
Âê	0xeac2	0x739b
Âë	0xebc2	0x7801
Âì	0xecc2	0x8682
Âí	0xedc2	0x9a6c
Âî	0xeec2	0x9a82
Âï	0xefc2	0x561b
Âð	0xf0c2	0x5417
Âñ	0xf1c2	0x57cb
Âò	0xf2c2	0x4e70
Âó	0xf3c2	0x9ea6
Âô	0xf4c2	0x5356
Âõ	0xf5c2	0x8fc8
Âö	0xf6c2	0x8109
Â÷	0xf7c2	0x7792
Âø	0xf8c2	0x9992
Âù	0xf9c2	0x86ee
Âú	0xfac2	0x6ee1
Âû	0xfbc2	0x8513
Âü	0xfcc2	0x66fc
Âý	0xfdc2	0x6162
Âþ	0xfec2	0x6f2b
Ã¡	0xa1c3	0x8c29
Ã¢	0xa2c3	0x8292
Ã£	0xa3c3	0x832b
Ã¤	0xa4c3	0x76f2
Ã¥	0xa5c3	0x6c13
Ã¦	0xa6c3	0x5fd9
Ã§	0xa7c3	0x83bd
Ã¨	0xa8c3	0x732b
Ã©	0xa9c3	0x8305
Ãª	0xaac3	0x951a
Ã«	0xabc3	0x6bdb
Ã¬	0xacc3	0x77db
Ã­	0xadc3	0x94c6
Ã®	0xaec3	0x536f
Ã¯	0xafc3	0x8302
Ã°	0xb0c3	0x5192
Ã±	0xb1c3	0x5e3d
Ã²	0xb2c3	0x8c8c
Ã³	0xb3c3	0x8d38
Ã´	0xb4c3	0x4e48
Ãµ	0xb5c3	0x73ab
Ã¶	0xb6c3	0x679a
Ã·	0xb7c3	0x6885
Ã¸	0xb8c3	0x9176
Ã¹	0xb9c3	0x9709
Ãº	0xbac3	0x7164
Ã»	0xbbc3	0x6ca1
Ã¼	0xbcc3	0x7709
Ã½	0xbdc3	0x5a92
Ã¾	0xbec3	0x9541
Ã¿	0xbfc3	0x6bcf
ÃÀ	0xc0c3	0x7f8e
ÃÁ	0xc1c3	0x6627
ÃÂ	0xc2c3	0x5bd0
ÃÃ	0xc3c3	0x59b9
ÃÄ	0xc4c3	0x5a9a
ÃÅ	0xc5c3	0x95e8
ÃÆ	0xc6c3	0x95f7
ÃÇ	0xc7c3	0x4eec
ÃÈ	0xc8c3	0x840c
ÃÉ	0xc9c3	0x8499
ÃÊ	0xcac3	0x6aac
ÃË	0xcbc3	0x76df
ÃÌ	0xccc3	0x9530
ÃÍ	0xcdc3	0x731b
ÃÎ	0xcec3	0x68a6
ÃÏ	0xcfc3	0x5b5f
ÃÐ	0xd0c3	0x772f
ÃÑ	0xd1c3	0x919a
ÃÒ	0xd2c3	0x9761
ÃÓ	0xd3c3	0x7cdc
ÃÔ	0xd4c3	0x8ff7
ÃÕ	0xd5c3	0x8c1c
ÃÖ	0xd6c3	0x5f25
Ã×	0xd7c3	0x7c73
ÃØ	0xd8c3	0x79d8
ÃÙ	0xd9c3	0x89c5
ÃÚ	0xdac3	0x6ccc
ÃÛ	0xdbc3	0x871c
ÃÜ	0xdcc3	0x5bc6
ÃÝ	0xddc3	0x5e42
ÃÞ	0xdec3	0x68c9
Ãß	0xdfc3	0x7720
Ãà	0xe0c3	0x7ef5
Ãá	0xe1c3	0x5195
Ãâ	0xe2c3	0x514d
Ãã	0xe3c3	0x52c9
Ãä	0xe4c3	0x5a29
Ãå	0xe5c3	0x7f05
Ãæ	0xe6c3	0x9762
Ãç	0xe7c3	0x82d7
Ãè	0xe8c3	0x63cf
Ãé	0xe9c3	0x7784
Ãê	0xeac3	0x85d0
Ãë	0xebc3	0x79d2
Ãì	0xecc3	0x6e3a
Ãí	0xedc3	0x5e99
Ãî	0xeec3	0x5999
Ãï	0xefc3	0x8511
Ãð	0xf0c3	0x706d
Ãñ	0xf1c3	0x6c11
Ãò	0xf2c3	0x62bf
Ãó	0xf3c3	0x76bf
Ãô	0xf4c3	0x654f
Ãõ	0xf5c3	0x60af
Ãö	0xf6c3	0x95fd
Ã÷	0xf7c3	0x660e
Ãø	0xf8c3	0x879f
Ãù	0xf9c3	0x9e23
Ãú	0xfac3	0x94ed
Ãû	0xfbc3	0x540d
Ãü	0xfcc3	0x547d
Ãý	0xfdc3	0x8c2c
Ãþ	0xfec3	0x6478
Ä¡	0xa1c4	0x6479
Ä¢	0xa2c4	0x8611
Ä£	0xa3c4	0x6a21
Ä¤	0xa4c4	0x819c
Ä¥	0xa5c4	0x78e8
Ä¦	0xa6c4	0x6469
Ä§	0xa7c4	0x9b54
Ä¨	0xa8c4	0x62b9
Ä©	0xa9c4	0x672b
Äª	0xaac4	0x83ab
Ä«	0xabc4	0x58a8
Ä¬	0xacc4	0x9ed8
Ä­	0xadc4	0x6cab
Ä®	0xaec4	0x6f20
Ä¯	0xafc4	0x5bde
Ä°	0xb0c4	0x964c
Ä±	0xb1c4	0x8c0b
Ä²	0xb2c4	0x725f
Ä³	0xb3c4	0x67d0
Ä´	0xb4c4	0x62c7
Äµ	0xb5c4	0x7261
Ä¶	0xb6c4	0x4ea9
Ä·	0xb7c4	0x59c6
Ä¸	0xb8c4	0x6bcd
Ä¹	0xb9c4	0x5893
Äº	0xbac4	0x66ae
Ä»	0xbbc4	0x5e55
Ä¼	0xbcc4	0x52df
Ä½	0xbdc4	0x6155
Ä¾	0xbec4	0x6728
Ä¿	0xbfc4	0x76ee
ÄÀ	0xc0c4	0x7766
ÄÁ	0xc1c4	0x7267
ÄÂ	0xc2c4	0x7a46
ÄÃ	0xc3c4	0x62ff
ÄÄ	0xc4c4	0x54ea
ÄÅ	0xc5c4	0x5450
ÄÆ	0xc6c4	0x94a0
ÄÇ	0xc7c4	0x90a3
ÄÈ	0xc8c4	0x5a1c
ÄÉ	0xc9c4	0x7eb3
ÄÊ	0xcac4	0x6c16
ÄË	0xcbc4	0x4e43
ÄÌ	0xccc4	0x5976
ÄÍ	0xcdc4	0x8010
ÄÎ	0xcec4	0x5948
ÄÏ	0xcfc4	0x5357
ÄÐ	0xd0c4	0x7537
ÄÑ	0xd1c4	0x96be
ÄÒ	0xd2c4	0x56ca
ÄÓ	0xd3c4	0x6320
ÄÔ	0xd4c4	0x8111
ÄÕ	0xd5c4	0x607c
ÄÖ	0xd6c4	0x95f9
Ä×	0xd7c4	0x6dd6
ÄØ	0xd8c4	0x5462
ÄÙ	0xd9c4	0x9981
ÄÚ	0xdac4	0x5185
ÄÛ	0xdbc4	0x5ae9
ÄÜ	0xdcc4	0x80fd
ÄÝ	0xddc4	0x59ae
ÄÞ	0xdec4	0x9713
Äß	0xdfc4	0x502a
Äà	0xe0c4	0x6ce5
Äá	0xe1c4	0x5c3c
Äâ	0xe2c4	0x62df
Äã	0xe3c4	0x4f60
Ää	0xe4c4	0x533f
Äå	0xe5c4	0x817b
Äæ	0xe6c4	0x9006
Äç	0xe7c4	0x6eba
Äè	0xe8c4	0x852b
Äé	0xe9c4	0x62c8
Äê	0xeac4	0x5e74
Äë	0xebc4	0x78be
Äì	0xecc4	0x64b5
Äí	0xedc4	0x637b
Äî	0xeec4	0x5ff5
Äï	0xefc4	0x5a18
Äð	0xf0c4	0x917f
Äñ	0xf1c4	0x9e1f
Äò	0xf2c4	0x5c3f
Äó	0xf3c4	0x634f
Äô	0xf4c4	0x8042
Äõ	0xf5c4	0x5b7d
Äö	0xf6c4	0x556e
Ä÷	0xf7c4	0x954a
Äø	0xf8c4	0x954d
Äù	0xf9c4	0x6d85
Äú	0xfac4	0x60a8
Äû	0xfbc4	0x67e0
Äü	0xfcc4	0x72de
Äý	0xfdc4	0x51dd
Äþ	0xfec4	0x5b81
Å¡	0xa1c5	0x62e7
Å¢	0xa2c5	0x6cde
Å£	0xa3c5	0x725b
Å¤	0xa4c5	0x626d
Å¥	0xa5c5	0x94ae
Å¦	0xa6c5	0x7ebd
Å§	0xa7c5	0x8113
Å¨	0xa8c5	0x6d53
Å©	0xa9c5	0x519c
Åª	0xaac5	0x5f04
Å«	0xabc5	0x5974
Å¬	0xacc5	0x52aa
Å­	0xadc5	0x6012
Å®	0xaec5	0x5973
Å¯	0xafc5	0x6696
Å°	0xb0c5	0x8650
Å±	0xb1c5	0x759f
Å²	0xb2c5	0x632a
Å³	0xb3c5	0x61e6
Å´	0xb4c5	0x7cef
Åµ	0xb5c5	0x8bfa
Å¶	0xb6c5	0x54e6
Å·	0xb7c5	0x6b27
Å¸	0xb8c5	0x9e25
Å¹	0xb9c5	0x6bb4
Åº	0xbac5	0x85d5
Å»	0xbbc5	0x5455
Å¼	0xbcc5	0x5076
Å½	0xbdc5	0x6ca4
Å¾	0xbec5	0x556a
Å¿	0xbfc5	0x8db4
ÅÀ	0xc0c5	0x722c
ÅÁ	0xc1c5	0x5e15
ÅÂ	0xc2c5	0x6015
ÅÃ	0xc3c5	0x7436
ÅÄ	0xc4c5	0x62cd
ÅÅ	0xc5c5	0x6392
ÅÆ	0xc6c5	0x724c
ÅÇ	0xc7c5	0x5f98
ÅÈ	0xc8c5	0x6e43
ÅÉ	0xc9c5	0x6d3e
ÅÊ	0xcac5	0x6500
ÅË	0xcbc5	0x6f58
ÅÌ	0xccc5	0x76d8
ÅÍ	0xcdc5	0x78d0
ÅÎ	0xcec5	0x76fc
ÅÏ	0xcfc5	0x7554
ÅÐ	0xd0c5	0x5224
ÅÑ	0xd1c5	0x53db
ÅÒ	0xd2c5	0x4e53
ÅÓ	0xd3c5	0x5e9e
ÅÔ	0xd4c5	0x65c1
ÅÕ	0xd5c5	0x802a
ÅÖ	0xd6c5	0x80d6
Å×	0xd7c5	0x629b
ÅØ	0xd8c5	0x5486
ÅÙ	0xd9c5	0x5228
ÅÚ	0xdac5	0x70ae
ÅÛ	0xdbc5	0x888d
ÅÜ	0xdcc5	0x8dd1
ÅÝ	0xddc5	0x6ce1
ÅÞ	0xdec5	0x5478
Åß	0xdfc5	0x80da
Åà	0xe0c5	0x57f9
Åá	0xe1c5	0x88f4
Åâ	0xe2c5	0x8d54
Åã	0xe3c5	0x966a
Åä	0xe4c5	0x914d
Åå	0xe5c5	0x4f69
Åæ	0xe6c5	0x6c9b
Åç	0xe7c5	0x55b7
Åè	0xe8c5	0x76c6
Åé	0xe9c5	0x7830
Åê	0xeac5	0x62a8
Åë	0xebc5	0x70f9
Åì	0xecc5	0x6f8e
Åí	0xedc5	0x5f6d
Åî	0xeec5	0x84ec
Åï	0xefc5	0x68da
Åð	0xf0c5	0x787c
Åñ	0xf1c5	0x7bf7
Åò	0xf2c5	0x81a8
Åó	0xf3c5	0x670b
Åô	0xf4c5	0x9e4f
Åõ	0xf5c5	0x6367
Åö	0xf6c5	0x78b0
Å÷	0xf7c5	0x576f
Åø	0xf8c5	0x7812
Åù	0xf9c5	0x9739
Åú	0xfac5	0x6279
Åû	0xfbc5	0x62ab
Åü	0xfcc5	0x5288
Åý	0xfdc5	0x7435
Åþ	0xfec5	0x6bd7
Æ¡	0xa1c6	0x5564
Æ¢	0xa2c6	0x813e
Æ£	0xa3c6	0x75b2
Æ¤	0xa4c6	0x76ae
Æ¥	0xa5c6	0x5339
Æ¦	0xa6c6	0x75de
Æ§	0xa7c6	0x50fb
Æ¨	0xa8c6	0x5c41
Æ©	0xa9c6	0x8b6c
Æª	0xaac6	0x7bc7
Æ«	0xabc6	0x504f
Æ¬	0xacc6	0x7247
Æ­	0xadc6	0x9a97
Æ®	0xaec6	0x98d8
Æ¯	0xafc6	0x6f02
Æ°	0xb0c6	0x74e2
Æ±	0xb1c6	0x7968
Æ²	0xb2c6	0x6487
Æ³	0xb3c6	0x77a5
Æ´	0xb4c6	0x62fc
Æµ	0xb5c6	0x9891
Æ¶	0xb6c6	0x8d2b
Æ·	0xb7c6	0x54c1
Æ¸	0xb8c6	0x8058
Æ¹	0xb9c6	0x4e52
Æº	0xbac6	0x576a
Æ»	0xbbc6	0x82f9
Æ¼	0xbcc6	0x840d
Æ½	0xbdc6	0x5e73
Æ¾	0xbec6	0x51ed
Æ¿	0xbfc6	0x74f6
ÆÀ	0xc0c6	0x8bc4
ÆÁ	0xc1c6	0x5c4f
ÆÂ	0xc2c6	0x5761
ÆÃ	0xc3c6	0x6cfc
ÆÄ	0xc4c6	0x9887
ÆÅ	0xc5c6	0x5a46
ÆÆ	0xc6c6	0x7834
ÆÇ	0xc7c6	0x9b44
ÆÈ	0xc8c6	0x8feb
ÆÉ	0xc9c6	0x7c95
ÆÊ	0xcac6	0x5256
ÆË	0xcbc6	0x6251
ÆÌ	0xccc6	0x94fa
ÆÍ	0xcdc6	0x4ec6
ÆÎ	0xcec6	0x8386
ÆÏ	0xcfc6	0x8461
ÆÐ	0xd0c6	0x83e9
ÆÑ	0xd1c6	0x84b2
ÆÒ	0xd2c6	0x57d4
ÆÓ	0xd3c6	0x6734
ÆÔ	0xd4c6	0x5703
ÆÕ	0xd5c6	0x666e
ÆÖ	0xd6c6	0x6d66
Æ×	0xd7c6	0x8c31
ÆØ	0xd8c6	0x66dd
ÆÙ	0xd9c6	0x7011
ÆÚ	0xdac6	0x671f
ÆÛ	0xdbc6	0x6b3a
ÆÜ	0xdcc6	0x6816
ÆÝ	0xddc6	0x621a
ÆÞ	0xdec6	0x59bb
Æß	0xdfc6	0x4e03
Æà	0xe0c6	0x51c4
Æá	0xe1c6	0x6f06
Æâ	0xe2c6	0x67d2
Æã	0xe3c6	0x6c8f
Æä	0xe4c6	0x5176
Æå	0xe5c6	0x68cb
Ææ	0xe6c6	0x5947
Æç	0xe7c6	0x6b67
Æè	0xe8c6	0x7566
Æé	0xe9c6	0x5d0e
Æê	0xeac6	0x8110
Æë	0xebc6	0x9f50
Æì	0xecc6	0x65d7
Æí	0xedc6	0x7948
Æî	0xeec6	0x7941
Æï	0xefc6	0x9a91
Æð	0xf0c6	0x8d77
Æñ	0xf1c6	0x5c82
Æò	0xf2c6	0x4e5e
Æó	0xf3c6	0x4f01
Æô	0xf4c6	0x542f
Æõ	0xf5c6	0x5951
Æö	0xf6c6	0x780c
Æ÷	0xf7c6	0x5668
Æø	0xf8c6	0x6c14
Æù	0xf9c6	0x8fc4
Æú	0xfac6	0x5f03
Æû	0xfbc6	0x6c7d
Æü	0xfcc6	0x6ce3
Æý	0xfdc6	0x8bab
Æþ	0xfec6	0x6390
Ç¡	0xa1c7	0x6070
Ç¢	0xa2c7	0x6d3d
Ç£	0xa3c7	0x7275
Ç¤	0xa4c7	0x6266
Ç¥	0xa5c7	0x948e
Ç¦	0xa6c7	0x94c5
Ç§	0xa7c7	0x5343
Ç¨	0xa8c7	0x8fc1
Ç©	0xa9c7	0x7b7e
Çª	0xaac7	0x4edf
Ç«	0xabc7	0x8c26
Ç¬	0xacc7	0x4e7e
Ç­	0xadc7	0x9ed4
Ç®	0xaec7	0x94b1
Ç¯	0xafc7	0x94b3
Ç°	0xb0c7	0x524d
Ç±	0xb1c7	0x6f5c
Ç²	0xb2c7	0x9063
Ç³	0xb3c7	0x6d45
Ç´	0xb4c7	0x8c34
Çµ	0xb5c7	0x5811
Ç¶	0xb6c7	0x5d4c
Ç·	0xb7c7	0x6b20
Ç¸	0xb8c7	0x6b49
Ç¹	0xb9c7	0x67aa
Çº	0xbac7	0x545b
Ç»	0xbbc7	0x8154
Ç¼	0xbcc7	0x7f8c
Ç½	0xbdc7	0x5899
Ç¾	0xbec7	0x8537
Ç¿	0xbfc7	0x5f3a
ÇÀ	0xc0c7	0x62a2
ÇÁ	0xc1c7	0x6a47
ÇÂ	0xc2c7	0x9539
ÇÃ	0xc3c7	0x6572
ÇÄ	0xc4c7	0x6084
ÇÅ	0xc5c7	0x6865
ÇÆ	0xc6c7	0x77a7
ÇÇ	0xc7c7	0x4e54
ÇÈ	0xc8c7	0x4fa8
ÇÉ	0xc9c7	0x5de7
ÇÊ	0xcac7	0x9798
ÇË	0xcbc7	0x64ac
ÇÌ	0xccc7	0x7fd8
ÇÍ	0xcdc7	0x5ced
ÇÎ	0xcec7	0x4fcf
ÇÏ	0xcfc7	0x7a8d
ÇÐ	0xd0c7	0x5207
ÇÑ	0xd1c7	0x8304
ÇÒ	0xd2c7	0x4e14
ÇÓ	0xd3c7	0x602f
ÇÔ	0xd4c7	0x7a83
ÇÕ	0xd5c7	0x94a6
ÇÖ	0xd6c7	0x4fb5
Ç×	0xd7c7	0x4eb2
ÇØ	0xd8c7	0x79e6
ÇÙ	0xd9c7	0x7434
ÇÚ	0xdac7	0x52e4
ÇÛ	0xdbc7	0x82b9
ÇÜ	0xdcc7	0x64d2
ÇÝ	0xddc7	0x79bd
ÇÞ	0xdec7	0x5bdd
Çß	0xdfc7	0x6c81
Çà	0xe0c7	0x9752
Çá	0xe1c7	0x8f7b
Çâ	0xe2c7	0x6c22
Çã	0xe3c7	0x503e
Çä	0xe4c7	0x537f
Çå	0xe5c7	0x6e05
Çæ	0xe6c7	0x64ce
Çç	0xe7c7	0x6674
Çè	0xe8c7	0x6c30
Çé	0xe9c7	0x60c5
Çê	0xeac7	0x9877
Çë	0xebc7	0x8bf7
Çì	0xecc7	0x5e86
Çí	0xedc7	0x743c
Çî	0xeec7	0x7a77
Çï	0xefc7	0x79cb
Çð	0xf0c7	0x4e18
Çñ	0xf1c7	0x90b1
Çò	0xf2c7	0x7403
Çó	0xf3c7	0x6c42
Çô	0xf4c7	0x56da
Çõ	0xf5c7	0x914b
Çö	0xf6c7	0x6cc5
Ç÷	0xf7c7	0x8d8b
Çø	0xf8c7	0x533a
Çù	0xf9c7	0x86c6
Çú	0xfac7	0x66f2
Çû	0xfbc7	0x8eaf
Çü	0xfcc7	0x5c48
Çý	0xfdc7	0x9a71
Çþ	0xfec7	0x6e20
È¡	0xa1c8	0x53d6
È¢	0xa2c8	0x5a36
È£	0xa3c8	0x9f8b
È¤	0xa4c8	0x8da3
È¥	0xa5c8	0x53bb
È¦	0xa6c8	0x5708
È§	0xa7c8	0x98a7
È¨	0xa8c8	0x6743
È©	0xa9c8	0x919b
Èª	0xaac8	0x6cc9
È«	0xabc8	0x5168
È¬	0xacc8	0x75ca
È­	0xadc8	0x62f3
È®	0xaec8	0x72ac
È¯	0xafc8	0x5238
È°	0xb0c8	0x529d
È±	0xb1c8	0x7f3a
È²	0xb2c8	0x7094
È³	0xb3c8	0x7638
È´	0xb4c8	0x5374
Èµ	0xb5c8	0x9e4a
È¶	0xb6c8	0x69b7
È·	0xb7c8	0x786e
È¸	0xb8c8	0x96c0
È¹	0xb9c8	0x88d9
Èº	0xbac8	0x7fa4
È»	0xbbc8	0x7136
È¼	0xbcc8	0x71c3
È½	0xbdc8	0x5189
È¾	0xbec8	0x67d3
È¿	0xbfc8	0x74e4
ÈÀ	0xc0c8	0x58e4
ÈÁ	0xc1c8	0x6518
ÈÂ	0xc2c8	0x56b7
ÈÃ	0xc3c8	0x8ba9
ÈÄ	0xc4c8	0x9976
ÈÅ	0xc5c8	0x6270
ÈÆ	0xc6c8	0x7ed5
ÈÇ	0xc7c8	0x60f9
ÈÈ	0xc8c8	0x70ed
ÈÉ	0xc9c8	0x58ec
ÈÊ	0xcac8	0x4ec1
ÈË	0xcbc8	0x4eba
ÈÌ	0xccc8	0x5fcd
ÈÍ	0xcdc8	0x97e7
ÈÎ	0xcec8	0x4efb
ÈÏ	0xcfc8	0x8ba4
ÈÐ	0xd0c8	0x5203
ÈÑ	0xd1c8	0x598a
ÈÒ	0xd2c8	0x7eab
ÈÓ	0xd3c8	0x6254
ÈÔ	0xd4c8	0x4ecd
ÈÕ	0xd5c8	0x65e5
ÈÖ	0xd6c8	0x620e
È×	0xd7c8	0x8338
ÈØ	0xd8c8	0x84c9
ÈÙ	0xd9c8	0x8363
ÈÚ	0xdac8	0x878d
ÈÛ	0xdbc8	0x7194
ÈÜ	0xdcc8	0x6eb6
ÈÝ	0xddc8	0x5bb9
ÈÞ	0xdec8	0x7ed2
Èß	0xdfc8	0x5197
Èà	0xe0c8	0x63c9
Èá	0xe1c8	0x67d4
Èâ	0xe2c8	0x8089
Èã	0xe3c8	0x8339
Èä	0xe4c8	0x8815
Èå	0xe5c8	0x5112
Èæ	0xe6c8	0x5b7a
Èç	0xe7c8	0x5982
Èè	0xe8c8	0x8fb1
Èé	0xe9c8	0x4e73
Èê	0xeac8	0x6c5d
Èë	0xebc8	0x5165
Èì	0xecc8	0x8925
Èí	0xedc8	0x8f6f
Èî	0xeec8	0x962e
Èï	0xefc8	0x854a
Èð	0xf0c8	0x745e
Èñ	0xf1c8	0x9510
Èò	0xf2c8	0x95f0
Èó	0xf3c8	0x6da6
Èô	0xf4c8	0x82e5
Èõ	0xf5c8	0x5f31
Èö	0xf6c8	0x6492
È÷	0xf7c8	0x6d12
Èø	0xf8c8	0x8428
Èù	0xf9c8	0x816e
Èú	0xfac8	0x9cc3
Èû	0xfbc8	0x585e
Èü	0xfcc8	0x8d5b
Èý	0xfdc8	0x4e09
Èþ	0xfec8	0x53c1
É¡	0xa1c9	0x4f1e
É¢	0xa2c9	0x6563
É£	0xa3c9	0x6851
É¤	0xa4c9	0x55d3
É¥	0xa5c9	0x4e27
É¦	0xa6c9	0x6414
É§	0xa7c9	0x9a9a
É¨	0xa8c9	0x626b
É©	0xa9c9	0x5ac2
Éª	0xaac9	0x745f
É«	0xabc9	0x8272
É¬	0xacc9	0x6da9
É­	0xadc9	0x68ee
É®	0xaec9	0x50e7
É¯	0xafc9	0x838e
É°	0xb0c9	0x7802
É±	0xb1c9	0x6740
É²	0xb2c9	0x5239
É³	0xb3c9	0x6c99
É´	0xb4c9	0x7eb1
Éµ	0xb5c9	0x50bb
É¶	0xb6c9	0x5565
É·	0xb7c9	0x715e
É¸	0xb8c9	0x7b5b
É¹	0xb9c9	0x6652
Éº	0xbac9	0x73ca
É»	0xbbc9	0x82eb
É¼	0xbcc9	0x6749
É½	0xbdc9	0x5c71
É¾	0xbec9	0x5220
É¿	0xbfc9	0x717d
ÉÀ	0xc0c9	0x886b
ÉÁ	0xc1c9	0x95ea
ÉÂ	0xc2c9	0x9655
ÉÃ	0xc3c9	0x64c5
ÉÄ	0xc4c9	0x8d61
ÉÅ	0xc5c9	0x81b3
ÉÆ	0xc6c9	0x5584
ÉÇ	0xc7c9	0x6c55
ÉÈ	0xc8c9	0x6247
ÉÉ	0xc9c9	0x7f2e
ÉÊ	0xcac9	0x5892
ÉË	0xcbc9	0x4f24
ÉÌ	0xccc9	0x5546
ÉÍ	0xcdc9	0x8d4f
ÉÎ	0xcec9	0x664c
ÉÏ	0xcfc9	0x4e0a
ÉÐ	0xd0c9	0x5c1a
ÉÑ	0xd1c9	0x88f3
ÉÒ	0xd2c9	0x68a2
ÉÓ	0xd3c9	0x634e
ÉÔ	0xd4c9	0x7a0d
ÉÕ	0xd5c9	0x70e7
ÉÖ	0xd6c9	0x828d
É×	0xd7c9	0x52fa
ÉØ	0xd8c9	0x97f6
ÉÙ	0xd9c9	0x5c11
ÉÚ	0xdac9	0x54e8
ÉÛ	0xdbc9	0x90b5
ÉÜ	0xdcc9	0x7ecd
ÉÝ	0xddc9	0x5962
ÉÞ	0xdec9	0x8d4a
Éß	0xdfc9	0x86c7
Éà	0xe0c9	0x820c
Éá	0xe1c9	0x820d
Éâ	0xe2c9	0x8d66
Éã	0xe3c9	0x6444
Éä	0xe4c9	0x5c04
Éå	0xe5c9	0x6151
Éæ	0xe6c9	0x6d89
Éç	0xe7c9	0x793e
Éè	0xe8c9	0x8bbe
